20180718-0346,97.67%
20180718-1846,97.42%
20180719-0343,95.67%
20180719-1844,97.42%
20180720-0340,97.67%
20180720-2244,97.42%
20180721-0348,96.90%
20180722-1443,97.42%
20180723-1844,97.16%
20180724-0342,97.42%
20180724-1905,92.54%
20180724-2238,97.42%
20180725-0343,96.90%
20180725-2247,96.90%
20180726-0341,97.67%
20180726-2246,97.16%
20180727-0340,97.42%
20180727-1842,97.67%
20180728-0018,97.42%
20180731-0014,97.42%
20180731-2241,97.67%
20180801-0348,97.42%
20180801-2240,97.16%
20180802-1754,97.16%
20180803-0018,96.57%
20180803-1700,97.67%
20180803-2244,96.64%
20180804-0347,97.16%
20180807-1920,89.92%
20180808-0541,89.69%
20180809-1923,90.18%
20180810-0542,90.18%
20180810-1944,89.92%
20180811-0543,90.44%
20180813-0544,90.44%
20180813-1943,90.44%
20180814-0541,90.44%
20180814-2344,90.18%
20180815-2125,90.18%
20180816-0101,97.67%
20180816-2346,95.87%
20180817-2344,97.67%
20180818-0539,97.67%
20180819-2337,97.67%
20180820-2344,97.42%
20180821-1143,96.90%
20180821-1939,97.42%
20180822-0547,97.67%
20180822-2342,97.42%
20180823-0547,97.16%
20180824-0546,97.16%
20180824-1504,97.67%
20180824-2058,80.36%
20180826-1743,97.67%
20180827-0540,97.67%
20180827-1959,96.90%
20180828-0315,97.42%
20180828-2349,96.90%
20180829-1147,97.16%
20180829-1942,97.67%
20180831-0545,97.42%
20180904-1923,97.16%
20180905-0329,61.90%
20180906-2335,87.34%
20180907-1941,97.93%
20180908-0540,97.66%
20180910-0809,98.45%
20180910-1938,98.19%
20180912-1814,88.27%
20180913-0542,98.45%
20180913-2346,98.71%
20180919-2347,97.93%
20180920-0531,98.45%
20180920-2333,98.19%
20180921-0538,97.39%
20180921-2331,97.93%
20180924-1937,96.80%
20180925-0534,98.45%
20180925-1852,97.35%
20180925-2023,98.19%
20180926-1135,98.19%
20180926-2052,95.86%
20180927-0540,97.67%
20180927-2334,98.45%
20180928-2048,97.93%
20181001-1619,98.19%
20181001-2353,98.19%
20181002-1442,98.19%
20181002-2338,98.45%
20181003-2353,98.19%
20181004-0536,98.71%
20181004-2141,98.45%
20181004-2337,98.45%
20181005-2155,98.71%
20181011-0046,97.67%
20181011-1436,97.46%
20181011-2353,98.45%
20181012-0537,98.19%
20181012-2340,98.45%
20181013-0544,98.45%
20181013-2346,98.19%
20181015-1952,98.19%
20181016-0248,98.71%
20181017-0104,98.45%
20181017-1153,92.28%
20181017-2343,98.19%
20181018-0548,98.71%
20181018-1940,98.19%
20181018-2343,98.45%
20181019-1940,97.59%
20181022-0431,98.43%
20181031-1829,88.63%
20181101-1900,88.63%
20181102-2111,88.89%
20181103-1022,88.37%
20181104-1131,88.11%
20181105-1935,88.89%
20181106-1932,88.89%
20181106-2334,88.63%
20181108-1943,88.63%
20181109-2009,97.94%
20181110-1954,99.74%
20181111-2328,99.48%
20181112-1427,99.22%
20181112-1930,100.00%
20181116-1929,99.74%
20181117-0525,98.97%
20181118-1334,98.97%
20181119-1924,99.48%
20181119-2328,100.00%
20181120-2001,99.74%
20181128-1936,72.35%
20181130-1923,80.36%
20181201-0541,72.56%
20181204-1427,98.19%
20181205-0529,99.48%
20181205-1427,99.48%
20181206-1438,99.48%
20181210-1906,99.22%
20181211-1553,99.22%
20181212-1924,99.74%
20190117-1923,78.29%
20190220-2117,74.84%
20190222-2320,77.30%
20190306-2329,83.71%
20190308-1921,81.43%
20190309-0518,81.91%
20190313-1640,82.81%
20190315-1825,77.95%
20190319-2344,79.02%
20190329-2228,74.66%
20190402-2324,73.44%
20190408-1827,84.71%
20190408-2330,85.06%
20190415-1916,86.22%
20190416-0041,82.72%
20190422-1917,83.02%
20190423-2350,80.40%
20190427-1625,84.53%
20190429-2332,81.98%
20190504-1125,85.06%
20190515-1926,80.86%
20190517-1931,81.38%
20190528-2325,79.25%
20190604-2133,93.25%
20190605-2335,92.40%
20190606-0538,90.70%
20190606-2326,92.62%
20190613-1805,88.31%
20190619-2350,91.16%
20190621-0013,86.50%
20190625-1234,93.08%
20190626-0020,87.40%
20190626-2022,87.08%
20190715-1932,93.17%
20190716-2238,85.19%
20190730-2124,87.08%
20190803-0528,93.08%
20190806-1814,87.34%
20190810-1121,91.28%
20190813-1830,86.82%
20190820-1714,86.60%
20190923-2213,86.86%
20191003-0524,90.88%
